year,species_code,sex,sex_desc,iss,nss,nhls
1982,10210,0,total_pre,Inf,37023,246
1982,10210,1,male,Inf,13838,218
1982,10210,2,female,Inf,23178,246
1982,10210,4,total_post,Inf,37023,246
1982,10210,12,female_male,Inf,37016,246
1982,21720,0,total_pre,Inf,10863,313
1982,21720,1,male,Inf,5288,300
1982,21720,2,female,Inf,5434,307
1982,21720,4,total_post,Inf,10863,313
1982,21720,12,female_male,Inf,10722,310
1982,21740,0,total_pre,Inf,42182,308
1982,21740,1,male,Inf,16896,276
1982,21740,2,female,Inf,17356,275
1982,21740,4,total_post,Inf,42182,308
1982,21740,12,female_male,Inf,34252,289
1983,10210,0,total_pre,Inf,33924,256
1983,10210,1,male,Inf,12151,232
1983,10210,2,female,Inf,21616,255
1983,10210,4,total_post,Inf,33924,256
1983,10210,12,female_male,Inf,33767,255
1983,21720,0,total_pre,Inf,13143,255
1983,21720,1,male,Inf,5124,249
1983,21720,2,female,Inf,4856,252
1983,21720,4,total_post,Inf,13143,255
1983,21720,12,female_male,Inf,9980,254
1983,21740,0,total_pre,Inf,165834,328
1983,21740,1,male,Inf,33406,316
1983,21740,2,female,Inf,34195,315
1983,21740,4,total_post,Inf,165834,328
1983,21740,12,female_male,Inf,67601,320
1984,10210,0,total_pre,Inf,33894,271
1984,10210,1,male,Inf,11340,245
1984,10210,2,female,Inf,22553,268
1984,10210,4,total_post,Inf,33894,271
1984,10210,12,female_male,Inf,33893,270
1984,21720,0,total_pre,Inf,12133,264
1984,21720,1,male,Inf,6090,259
1984,21720,2,female,Inf,5946,259
1984,21720,4,total_post,Inf,12133,264
1984,21720,12,female_male,Inf,12036,263
1984,21740,0,total_pre,Inf,51847,330
1984,21740,1,male,Inf,21241,299
1984,21740,2,female,Inf,23002,299
1984,21740,4,total_post,Inf,51847,330
1984,21740,12,female_male,Inf,44243,312
1985,10210,0,total_pre,Inf,33824,261
1985,10210,1,male,Inf,11196,218
1985,10210,2,female,Inf,22628,259
1985,10210,4,total_post,Inf,33824,261
1985,10210,12,female_male,Inf,33824,261
1985,21720,0,total_pre,Inf,16921,345
1985,21720,1,male,Inf,7522,329
1985,21720,2,female,Inf,7177,325
1985,21720,4,total_post,Inf,16921,345
1985,21720,12,female_male,Inf,14699,331
1985,21740,0,total_pre,Inf,209638,346
1985,21740,1,male,Inf,40059,306
1985,21740,2,female,Inf,46746,316
1985,21740,4,total_post,Inf,209638,346
1985,21740,12,female_male,Inf,86805,326
1986,10210,0,total_pre,Inf,30470,249
1986,10210,1,male,Inf,11075,218
1986,10210,2,female,Inf,19395,248
1986,10210,4,total_post,Inf,30470,249
1986,10210,12,female_male,Inf,30470,249
1986,21720,0,total_pre,Inf,15872,349
1986,21720,1,male,Inf,7226,324
1986,21720,2,female,Inf,7165,324
1986,21720,4,total_post,Inf,15872,349
1986,21720,12,female_male,Inf,14391,331
1986,21740,0,total_pre,Inf,137690,346
1986,21740,1,male,Inf,36163,311
1986,21740,2,female,Inf,35186,323
1986,21740,4,total_post,Inf,137690,346
1986,21740,12,female_male,Inf,71349,330
1987,10210,0,total_pre,Inf,31241,224
1987,10210,1,male,Inf,11536,211
1987,10210,2,female,Inf,19705,222
1987,10210,4,total_post,Inf,31241,224
1987,10210,12,female_male,Inf,31241,224
1987,21720,0,total_pre,Inf,9483,339
1987,21720,1,male,Inf,4703,334
1987,21720,2,female,Inf,4547,332
1987,21720,4,total_post,Inf,9483,339
1987,21720,12,female_male,Inf,9250,338
1987,21740,0,total_pre,Inf,38518,329
1987,21740,1,male,Inf,17400,311
1987,21740,2,female,Inf,16963,325
1987,21740,4,total_post,Inf,38518,329
1987,21740,12,female_male,Inf,34363,327
1988,10210,0,total_pre,Inf,27138,254
1988,10210,1,male,Inf,9918,216
